household_email,appliance_number,eer
rbiddy@konmatfix.com,1,2.5
rblackwood@zumgoity.com,1,1.6
rblackwood@zumgoity.com,4,3.2
rbolognia@finhigh.com,5,3.7
rbolognia@finhigh.com,8,1.2
rbowley@rangreen.com,2,1.9
rbowley@rangreen.com,3,13.2
rbrachle@betasoloin.com,4,2.4
rbreland@faxquote.com,1,4
rbreland@faxquote.com,2,1.9
rbreland@faxquote.com,3,11.3
rbrideau@y-corporation.com,1,1.9
rbrossart@gogozoom.com,4,2.2
rbrossart@gogozoom.com,6,6.3
rbrucato@sonron.com,3,4.6
rbrucato@streethex.com,4,2
rbrucato@toughzap.com,2,0.9
rcantres@silis.com,3,2.7
rcantres@silis.com,7,3.6
rcantres@silis.com,8,7.7
rcoyier@finhigh.com,2,1.4
rcronauer@newex.com,1,12.8
rcronauer@newex.com,4,3
rcrupi@condax.com,1,2.1
rcrupi@condax.com,3,4.6
rcrupi@condax.com,6,1.2
rdemesa@finjob.com,3,0.8
rdenooyer@hatfan.com,4,2.4
rdenooyer@plexzap.com,1,3.2
rdenooyer@plexzap.com,5,4.2
rdewar@j-texon.com,2,6.9
rdhamer@golddex.com,1,1.1
rdhamer@golddex.com,4,1.5
rdickerson@groovestreet.com,2,5.4
rdickerson@groovestreet.com,4,5.3
rdickerson@groovestreet.com,5,1.9
reanes@toughzap.com,1,2.1
reanes@toughzap.com,2,1.4
rehmann@bioholding.com,3,2.4
rehmann@bioholding.com,4,17.9
rehmann@fasehatice.com,2,1.4
rehmann@fasehatice.com,3,2.4
rehmann@fasehatice.com,6,2.2
rehmann@fasehatice.com,7,2.5
rennaco@bioholding.com,2,1.3
reschberger@streethex.com,2,1.2
rfeichtner@zotware.com,3,5.2
rfelger@dambase.com,1,2.4
rfelger@dambase.com,2,2.8
rfern@iselectrics.com,2,4
rfern@iselectrics.com,3,2.7
rfillingim@konex.com,1,3.7
rfillingim@konex.com,2,4.9
rfillingim@konex.com,4,2.3
rflister@fasehatice.com,4,1.2
rgalam@labdrill.com,1,4.9
rgehrett@konex.com,1,3.6
rgellinger@stanredtax.com,3,1.8
rgochal@hottechi.com,1,3
rgochal@hottechi.com,2,5.4
rgochal@hottechi.com,3,2.4
rgochal@hottechi.com,6,1.9
rgood@nam-zim.com,4,2.3
rhanafan@ontomedia.com,1,1.1
rharnos@lexiqvolax.com,1,4
rharoldson@labdrill.com,3,1.3
rharoldson@yearin.com,1,9.6
rhaufler@ron-tech.com,4,2.5
rhaufler@stanredtax.com,3,1.2
rheimann@konex.com,2,2.7
rheimann@konex.com,3,2.7
rheintzman@silis.com,1,3.4
rhollack@labdrill.com,3,7.5
rhollack@labdrill.com,4,5.1
rhughey@zoomit.com,1,1.5
rinouye@rundofase.com,1,1.9
rjacobos@sunnamplex.com,2,1.4
rkippley@y-corporation.com,2,6.2
rkippley@zotware.com,2,4.5
rkippley@zotware.com,4,5.5
rklang@rangreen.com,1,1
rkoppinger@newex.com,3,1.9
rkoppinger@newex.com,4,2.9
rkulzer@golddex.com,2,1.5
rlacovara@green-plus.com,1,2.5
rlacovara@green-plus.com,2,2.9
rlary@iselectrics.com,1,3
rlary@iselectrics.com,3,11.4
rlary@j-texon.com,4,2.1
rlary@j-texon.com,6,0.6
rlawler@conecom.com,3,2.4
rlayous@conecom.com,2,1
rleto@cancity.com,1,9.4
rlietz@isdom.com,3,12.1
rlietz@nam-zim.com,1,3.3
rlimmel@singletechno.com,1,1.5
rlinahan@betasoloin.com,1,1.6
rlinahan@betasoloin.com,3,13.1
rlizama@zotware.com,4,1.2
rmai@kinnamplus.com,3,2.1
rmartabano@plexzap.com,1,9.6
rmartabano@plexzap.com,2,1.6
rmconnell@conecom.com,2,3.6
rmeinerding@toughzap.com,2,6.1
rmeinerding@toughzap.com,3,2.6
rmeinerding@toughzap.com,4,4.4
rmenter@inity.com,2,2
rmenter@inity.com,4,1.2
rmenter@inity.com,6,1.5
rmonarrez@sonron.com,7,2.4
rmorocco@donquadtech.com,2,4.2
rnestle@rundofase.com,5,1.8
rnestle@rundofase.com,6,2.3
rnestle@scotfind.com,2,1.9
rpagliuca@j-texon.com,2,3.9
rpapasergi@labdrill.com,2,4.6
rpaskin@silis.com,2,4.9
rpelkowski@golddex.com,2,2.8
rperin@scottech.com,3,1.2
rperruzza@green-plus.com,1,7.1
rperruzza@green-plus.com,3,1.7
rpugh@gogozoom.com,1,3.7
rragel@bioholding.com,1,2.5
rragel@bioholding.com,2,2
rragel@dalttechnology.com,1,3.3
rragel@silis.com,1,4.4
rrhoden@y-corporation.com,3,0.8
rrhoden@y-corporation.com,6,1.5
rrhym@ontomedia.com,2,3.1
rsaras@condax.com,1,6.5
rsawchuk@green-plus.com,1,5.1
rsawchuk@openlane.com,1,4.8
rsawchuk@openlane.com,4,2.1
rscipione@codehow.com,1,1.6
rscipione@codehow.com,2,2.6
rshin@golddex.com,1,0.8
rshin@golddex.com,2,1.2
rsilvestrini@hatfan.com,3,0.9
rsteffensmeier@xx-holding.com,4,2.7
rsteier@labdrill.com,4,6.8
rstoltzman@j-texon.com,1,1.5
rstoltzman@y-corporation.com,3,15.8
rstuer@bioplex.com,2,16.4
rsturiale@y-corporation.com,1,0.9
rsturiale@y-corporation.com,4,0.9
rsuell@y-corporation.com,2,2.1
rswayze@conecom.com,3,3.7
rsweely@zoomit.com,2,1.5
rtheodorov@streethex.com,3,1.3
rtillotson@doncon.com,1,5.6
rtimenez@plexzap.com,1,12
rtomblin@faxquote.com,1,4
rtromblay@yearin.com,1,1.9
rvanheusen@cancity.com,3,2.5
rventura@condax.com,1,3.7
rvonasek@newex.com,1,3
rvonasek@newex.com,3,1.5
rvonasek@sumace.com,2,2
rwalthall@gogozoom.com,1,4.4
rwenzinger@zathunicon.com,1,2.4
rwitten@nam-zim.com,1,4.8
rwitten@nam-zim.com,3,3.7
rwolny@funholding.com,3,1.9
rworlds@singletechno.com,2,2.1
rworlds@zoomit.com,10,1.2
ryaw@sonron.com,2,2.7
rzane@zencorporation.com,1,1.8
rzane@zencorporation.com,3,1.6
rzurcher@scotfind.com,1,1.6
sadkin@codehow.com,2,1.4
sadkin@ontomedia.com,3,2.9
sadkin@ontomedia.com,4,2.5
sagramonte@donquadtech.com,3,2.2
sagramonte@donquadtech.com,5,4.2
samigon@labdrill.com,2,1.4
sandreason@goodsilron.com,2,0.3
sangalich@stanredtax.com,1,0.6
sasar@codehow.com,2,3.3
sauber@ontomedia.com,2,18
sberganza@donquadtech.com,3,12.6
sberlanga@rangreen.com,3,5
sblunk@ganjaflex.com,3,4.7
sblunk@ganjaflex.com,4,4.1
sboord@doncon.com,2,1.3
sboulter@finhigh.com,3,1.6
sbreland@newex.com,2,1.9
sbruschke@toughzap.com,2,6.1
scaldarera@treequote.com,1,2.2
scaldarera@treequote.com,2,2.2
scentini@ron-tech.com,2,1.3
scentini@ron-tech.com,3,1.9
schaffins@golddex.com,1,3.5
scloney@konmatfix.com,1,2.2
scomnick@zencorporation.com,2,2
scookey@stanredtax.com,1,6.9
scorrington@donware.com,2,1.5
scorrington@donware.com,4,2.3
scorrington@goodsilron.com,2,4.9
sdevreese@streethex.com,2,7.7
sdevreese@streethex.com,4,2.8
sdevreese@streethex.com,7,2.9
sdilello@bioplex.com,1,2.1
sdopico@conecom.com,1,9.5
sdopico@faxquote.com,1,2.5
sdopico@faxquote.com,3,2.1
sdrymon@j-texon.com,1,8.9
sduenas@cancity.com,1,2.3
sduenas@plussunin.com,1,1.9
sduenas@plussunin.com,3,7.6
sehmann@labdrill.com,4,3.1
sehmann@treequote.com,1,3
semigh@finjob.com,2,3.2
semigh@finjob.com,4,2.5
sfarrar@newex.com,2,1.1
sferencz@isdom.com,1,1.6
sferencz@isdom.com,2,2.1
sfrankel@fasehatice.com,3,12.6
sfrankel@fasehatice.com,5,3.2
sfrey@openlane.com,1,28.2
sfritz@scotfind.com,1,1.7
sfritz@scotfind.com,2,4.5
sgehrett@dontechi.com,1,0.5
sgellinger@rundofase.com,2,2.5
sgibes@rantouch.com,1,5.9
sgillian@silis.com,1,13.7
sgillian@silis.com,2,3.5
sgoldammer@j-texon.com,4,4.6
sgoldammer@silis.com,1,6
sgoldammer@silis.com,5,2.6
sgoldammer@silis.com,6,2.1
shalter@zathunicon.com,2,2.5
shamilton@conecom.com,2,1.2
shauenstein@scotfind.com,3,3.2
shirpara@betatech.com,4,6.4
shirpara@cancity.com,2,1.5
shochard@ganjaflex.com,3,3.1
shoogland@scottech.com,1,3.6
sisaacs@betatech.com,1,1.9
sisaacs@betatech.com,2,1.1
sjacobos@nam-zim.com,1,0.6
sjacobos@nam-zim.com,2,2.9
sjayson@ron-tech.com,1,9.8
sjeanty@scotfind.com,2,2
sjeanty@scotfind.com,3,4.8
sjeanty@scotfind.com,4,10.8
sjulia@openlane.com,5,5.4
sjurney@cancity.com,2,1.8
sjurney@cancity.com,3,8.8
skaniecki@xx-zobam.com,1,9.2
skarpin@konmatfix.com,1,2.8
skiel@sumace.com,3,1.3
skiel@sumace.com,4,5.9
skines@donquadtech.com,1,2.3
skines@donquadtech.com,3,3.1
skines@donquadtech.com,4,1.5
skines@donquadtech.com,6,9.4
sklang@conecom.com,1,3.6
sklang@conecom.com,2,2.1
skorando@codehow.com,3,1.2
sleinenbach@plussunin.com,2,1.4
slinahan@toughzap.com,4,2.9
slipke@silis.com,3,8.7
sloder@kan-code.com,1,4.3
sluczki@codehow.com,4,1.5
sluczki@codehow.com,5,2.5
slukasik@dontechi.com,2,10.3
slukasik@dontechi.com,3,1.4
smaile@inity.com,3,1.5
smaisto@sonron.com,2,8.6
smaisto@sonron.com,3,1.1
smaisto@sonron.com,7,2.2
smalet@golddex.com,5,8.2
smanno@blackzim.com,1,2
smanno@blackzim.com,2,1.4
smastella@condax.com,3,1
smastella@condax.com,4,1.5
smauson@funholding.com,1,3.8
smaynerich@newex.com,4,6.2
smcrae@labdrill.com,4,3
smelnyk@green-plus.com,3,1.3
smelnyk@konmatfix.com,3,1.3
smelnyk@konmatfix.com,4,1.3
smiro@konex.com,1,1.5
smiro@konex.com,2,4.4
smonterrubio@ganjaflex.com,2,3.9
smorocco@isdom.com,1,2.7
smunns@betatech.com,1,4.6
snicka@bioholding.com,2,1.8
snicka@doncon.com,4,0.5
snicolozakes@plussunin.com,2,1
sonofrio@kinnamplus.com,2,1.9
spapasergi@statholdings.com,3,1.4
sparlato@zumgoity.com,1,1.4
sparlato@zumgoity.com,2,1.4
sperin@silis.com,6,0.9
spolidori@konex.com,1,4.5
spontoriero@konex.com,1,1.5
spontoriero@konex.com,5,2.4
spontoriero@konex.com,6,1.6
spoquette@funholding.com,9,1
spoquette@funholding.com,13,4.9
spoullion@fasehatice.com,1,1.8
spoullion@fasehatice.com,4,2.4
sragel@kinnamplus.com,1,1.9
srauser@zathunicon.com,1,2.3
srauser@zathunicon.com,2,1.7
srauser@zathunicon.com,4,2.4
sreiber@green-plus.com,1,2.5
srentfro@fasehatice.com,3,5.1
srestrepo@bioplex.com,6,7.5
srhymes@iselectrics.com,1,1
sriopelle@opentech.com,3,1.5
srodefer@faxquote.com,4,6.6
sruta@codehow.com,2,15.8
ssahagun@labdrill.com,1,8.6
ssaulter@sonron.com,2,4
ssayaphon@rangreen.com,1,0.5
sscheyer@stanredtax.com,1,2.6
sschmaltz@inity.com,2,3.2
sschmaltz@ron-tech.com,2,2.8
sschmaltz@xx-holding.com,2,1.6
sschmaltz@zencorporation.com,1,3.3
sschmaltz@zencorporation.com,2,3.2
sschnitzler@sonron.com,1,6.6
sseewald@isdom.com,1,4.7
ssergi@toughzap.com,1,4.2
sshadrick@dontechi.com,1,1.8
sshinko@plusstrip.com,1,3.5
ssilvestrini@sonron.com,1,3
ssimilton@betatech.com,4,3
ssimilton@conecom.com,4,1.4
sskursky@gogozoom.com,1,5.4
sskursky@gogozoom.com,6,1.7
sslusarski@bioholding.com,1,9.2
sslusarski@zumgoity.com,2,2.3
sslusarski@zumgoity.com,3,5.6
sspringe@donware.com,4,1.8
sstrassner@year-job.com,1,2.1
ssweely@funholding.com,1,1.8
ssweely@funholding.com,3,5.3
ssweely@funholding.com,4,2.8
stawil@rundofase.com,1,3.9
stegarden@warephase.com,1,2.6
stjepkema@isdom.com,1,3.9
stjepkema@isdom.com,3,3.3
sturinetti@sumace.com,3,1.8
sturinetti@sumace.com,6,1.7
suyetake@plussunin.com,4,3.2
suyetake@plussunin.com,5,2.7
svocelka@zotware.com,1,6
svonasek@plussunin.com,1,3.7
sweglarz@nam-zim.com,3,1.8
swesterbeck@zencorporation.com,1,6.9
swildfong@lexiqvolax.com,3,9.3
swildfong@lexiqvolax.com,4,1.6
swildfong@lexiqvolax.com,6,1.3
swildfong@lexiqvolax.com,8,2.1
swolfgramm@openlane.com,1,1.9
swolfgramm@openlane.com,2,5.1
swolfgramm@openlane.com,4,2.2
swolfgramm@opentech.com,3,1.8
szurcher@stanredtax.com,2,1.9
tadkin@year-job.com,2,6.2
tadkin@year-job.com,5,1.5
tahle@rangreen.com,2,1.5
talbares@donquadtech.com,1,2.5
tarceo@sumace.com,1,3.3
tarceo@sumace.com,3,1.5
tauber@statholdings.com,2,6.4
tbaltimore@dambase.com,3,2.9
tbennick@xx-holding.com,2,6.4
tbennick@xx-holding.com,3,2.9
tberganza@bioplex.com,7,12.1
tberlanga@opentech.com,1,3.2
tberray@newex.com,2,1.8
tberray@newex.com,3,1.2
tbevelacqua@iselectrics.com,4,2.7
tbilden@doncon.com,1,2.1
tbilden@doncon.com,2,2.9
tbirkner@zoomit.com,1,1.7
tblunk@warephase.com,1,2
tborgman@goodsilron.com,1,3.6
tbourbon@ron-tech.com,1,8.3
tbrachle@codehow.com,1,1.6
tbrachle@codehow.com,2,2.8
tbrachle@plusstrip.com,1,1.3
tbriddick@golddex.com,1,1.7
tbrossart@zathunicon.com,3,3
tbuvens@green-plus.com,3,2.8
tcaiafa@goodsilron.com,1,1.6
tcampain@inity.com,1,9.1
tcaudy@conecom.com,2,2.6
tcaudy@finjob.com,4,1.5
tchaffins@singletechno.com,1,4.2
tchaffins@statholdings.com,1,1.2
tchavous@fasehatice.com,2,0.7
tclaucherty@toughzap.com,2,5.2
tcloney@openlane.com,1,2.5
tcloney@openlane.com,4,4
tcomnick@yearin.com,3,1.6
tcomnick@yearin.com,4,3.4
tcookey@finhigh.com,1,2.2
tcorrington@y-corporation.com,1,1.2
tcorrington@y-corporation.com,2,2.6
tdegonia@zotware.com,3,2.4
tdeleo@warephase.com,3,2.3
tdevreese@plusstrip.com,3,3.7
tdhamer@mathtouch.com,3,2.2
tdhamer@ron-tech.com,1,3.1
tdilello@goodsilron.com,3,2.1
tdopico@konex.com,1,2
tdopico@konex.com,4,3.1
tdrymon@finjob.com,1,11.4
tdubaldi@green-plus.com,1,3.8
tengelberg@y-corporation.com,2,1.7
tfelger@bioplex.com,1,12.6
tferencz@rantouch.com,1,4.4
tferencz@rantouch.com,2,2.7
tfoller@zencorporation.com,3,2.9
tfrerking@sumace.com,1,3
tfrerking@sumace.com,2,2.4
tgalam@doncon.com,1,1.7
tgehrett@nam-zim.com,1,9.8
tgellinger@blackzim.com,3,1
tgesick@green-plus.com,3,1.3
tgesick@green-plus.com,4,2.8
tgesick@green-plus.com,6,1.5
tgesick@plusstrip.com,1,3.4
tglick@opentech.com,5,7.8
tglick@opentech.com,6,1.7
tgotter@y-corporation.com,1,1.9
tharnos@statholdings.com,1,4.3
tharnos@statholdings.com,3,1.9
tharoldson@groovestreet.com,1,6.4
thiatt@dalttechnology.com,1,4.1
thixenbaugh@plexzap.com,4,8.7
thoa@faxquote.com,3,3.5
thoffis@ontomedia.com,2,1.9
thoffis@ontomedia.com,3,1.8
thudnall@kan-code.com,1,0.9
tjillson@kinnamplus.com,2,5.3
tjillson@kinnamplus.com,4,3.5
tjuvera@newex.com,1,1.7
tjuvera@newex.com,2,10.7
tjuvera@newex.com,3,2.3
tkarpin@finhigh.com,3,1.2
tkarpin@konex.com,2,1.7
tkarpin@konex.com,3,1.7
tlabreche@blackzim.com,1,4.1
tlacovara@sumace.com,2,10.1
tlacovara@sumace.com,3,2.2
tlacovara@sumace.com,4,3.5
tlatzke@zoomit.com,1,22.7
tlinahan@sumace.com,4,4.2
tlipke@treequote.com,4,1.8
tlukasik@cancity.com,6,3.7
tlungren@donquadtech.com,1,2.5
tlungren@donquadtech.com,4,9.7
tmaclead@openlane.com,2,1.3
tmaile@zotware.com,7,2.6
tmaillard@bioholding.com,2,10.3
tmaisto@konex.com,1,3
tmcnease@finjob.com,2,1.7
tmeisel@faxquote.com,1,4.4
tmelnyk@newex.com,1,4.7
tmenter@dalttechnology.com,3,3.2
tmonarrez@codehow.com,2,2.3
tmunis@betatech.com,1,7.1
tmunis@betatech.com,2,12.3
tmunis@faxquote.com,5,1.2
tnachor@finjob.com,1,4.6
toldroyd@zotware.com,2,3
toldroyd@zotware.com,3,2.6
tonofrio@rangreen.com,1,10.1
tostolaza@donware.com,4,10.2
tpalaspas@cancity.com,2,4.4
tpalaspas@cancity.com,4,5.7
tpapasergi@zoomit.com,3,1
tperruzza@ron-tech.com,3,1.9
tperruzza@ron-tech.com,8,1.1
tpolidori@toughzap.com,1,2.6
tpugh@xx-holding.com,4,2.1
tradde@j-texon.com,1,13.6
treiber@dontechi.com,1,1.4
trentfro@streethex.com,2,1.1
trim@green-plus.com,1,2.1
trim@green-plus.com,3,5.1
trim@kan-code.com,1,2.9
trim@kan-code.com,2,1
trodeigues@yearin.com,3,2.1
trodenberger@ontomedia.com,1,6.1
trodenberger@ontomedia.com,2,0.9
trodenberger@ontomedia.com,6,5.8
troyster@faxquote.com,1,6.3
troyster@stanredtax.com,3,1
tsahagun@inity.com,1,11.6
tsahagun@nam-zim.com,3,1.3
tsemidey@bioplex.com,2,1.1
tsemidey@ontomedia.com,1,2
tsengbusch@singletechno.com,4,4.9
tsengbusch@statholdings.com,3,2.9
tshealy@konmatfix.com,2,1.8
tshealy@konmatfix.com,3,9.9
tshields@warephase.com,4,2.6
tshin@inity.com,1,2.3
tshin@inity.com,4,4.8
tshinko@scotfind.com,1,1.4
tskulski@golddex.com,2,1.1
tskulski@openlane.com,1,4.5
tslayton@sumace.com,1,6.3
tspringe@zotware.com,1,2
tstem@rangreen.com,1,5.3
tstem@rangreen.com,8,1.3
tstem@rangreen.com,9,2
tstenseth@conecom.com,5,5
tstorment@yearin.com,1,3.4
tstuer@singletechno.com,1,12.9
tsyrop@ganjaflex.com,2,1.7
tsyrop@sunnamplex.com,2,7.5
tthyberg@year-job.com,3,1.6
tthyberg@year-job.com,4,2.5
ttillotson@betasoloin.com,1,4.5
ttoelkes@y-corporation.com,1,7.3
ttoelkes@y-corporation.com,2,2.3
ttolfree@golddex.com,3,1.6
ttolfree@mathtouch.com,1,3.5
ttomasulo@j-texon.com,3,0.3
ttromblay@streethex.com,3,10
tvanheusen@j-texon.com,1,5.3
tvarriano@bioholding.com,2,4.8
tvizarro@plussunin.com,1,4
tyum@yearin.com,1,3.8
vangalich@plexzap.com,1,1.4
varias@labdrill.com,2,1.9
vbarfield@xx-zobam.com,6,1.5
vbitsuie@funholding.com,1,5.1
vblackwood@rantouch.com,2,3.6
vbookamer@domzoom.com,4,1.2
vbrideau@funholding.com,1,8.2
vbrossart@dontechi.com,1,1.7
vbrossart@konmatfix.com,1,3.6
vbrossart@konmatfix.com,7,2
vcantres@year-job.com,3,4.9
vcantres@year-job.com,6,4.9
vcantres@yearin.com,3,7.3
vcentini@sonron.com,2,3.5
vchui@yearin.com,1,9
vcolaizzo@codehow.com,4,3.4
vcoody@warephase.com,1,1
vcoody@warephase.com,2,1.1
vcookey@donware.com,1,1.2
vcorbley@sunnamplex.com,1,5.1
vcorbley@sunnamplex.com,4,3
vdewar@konex.com,3,13.7
vdinos@treequote.com,2,2.2
vflosi@scotfind.com,2,4.8
vflosi@scotfind.com,3,4.5
vflosi@scotfind.com,4,4.2
vgehrett@golddex.com,3,1
vgesick@groovestreet.com,1,4.1
vgesick@groovestreet.com,2,2.3
vgreenbush@ron-tech.com,3,2.2
vgreenbush@ron-tech.com,4,1.5
vgrenet@cancity.com,3,1.3
vhamilton@dambase.com,3,4.8
vharnos@konmatfix.com,1,12.7
vhengel@konex.com,1,3.6
vhengel@toughzap.com,2,3.7
vhirpara@yearin.com,2,2
vhoogland@scottech.com,2,3.8
vinouye@zencorporation.com,1,1.8
vinouye@zencorporation.com,2,1.6
vjuvera@condax.com,3,8
vjuvera@condax.com,4,3.1
vjuvera@condax.com,6,1.6
vkarpel@doncon.com,1,6
vkarpel@doncon.com,3,2.5
vkarpel@doncon.com,4,5.7
vkeener@sumace.com,1,2.4
vkeneipp@kan-code.com,3,3
vkeneipp@kan-code.com,4,2.6
vkitzman@plusstrip.com,1,2.6
vkorando@rangreen.com,3,0.8
vleto@nam-zim.com,2,1.9
vmaile@year-job.com,1,4.5
vmastella@singletechno.com,1,0.8
vmatuszak@iselectrics.com,2,2.3
vmaybury@faxquote.com,1,1.9
vmulqueen@isdom.com,1,15.8
vmunis@zathunicon.com,3,5
vmunns@plussunin.com,2,2.1
vmyricks@betasoloin.com,1,1.9
vmyricks@betasoloin.com,3,1.7
vnestle@gogozoom.com,2,1.5
vnestle@gogozoom.com,4,3
vogg@xx-zobam.com,1,1.7
vogg@xx-zobam.com,3,1.4
vostolaza@dontechi.com,1,2
vostolaza@dontechi.com,2,3.4
vostolaza@dontechi.com,4,2.7
vregusters@zathunicon.com,1,1.1
vregusters@zathunicon.com,2,1.1
vregusters@zathunicon.com,3,5
vrim@finjob.com,1,3.1
vrim@finjob.com,2,1.1
vroyster@zathunicon.com,2,1.1
vsahagun@fasehatice.com,2,1
vshields@lexiqvolax.com,2,7.6
vshields@lexiqvolax.com,3,7.8
vstimmel@betatech.com,3,1.9
vstimmel@betatech.com,4,1.9
vstimmel@betatech.com,6,1.4
vstuer@dambase.com,4,9.3
vstuer@dambase.com,5,5.4
vthreets@donware.com,2,1.2
vthreets@donware.com,3,1.7
vtollner@plussunin.com,5,3.1
vtollner@plussunin.com,10,2.3
vturinetti@konex.com,2,3.6
vturinetti@konex.com,3,1.9
vupthegrove@dalttechnology.com,1,17.8
vupthegrove@dalttechnology.com,6,1.8
vupthegrove@dalttechnology.com,8,2.1
vvarriano@inity.com,3,2.9
vweglarz@cancity.com,1,1
vweirather@konex.com,1,6.6
vwenzinger@zathunicon.com,3,1.5
vyaw@cancity.com,3,3.5
vzagen@condax.com,4,2
wagramonte@blackzim.com,1,4
wbatman@stanredtax.com,1,2.5
wbatman@stanredtax.com,4,4.9
wberganza@stanredtax.com,2,1.3
wberganza@stanredtax.com,3,3.3
wbrachle@bioholding.com,2,0.2
wbrachle@groovestreet.com,2,5.8
wcloney@dambase.com,1,3
wcloney@dambase.com,2,2.2
wcloney@dambase.com,5,1.7
wdickerson@faxquote.com,4,1.7
wfallick@plusstrip.com,1,1.3
wfallick@plusstrip.com,3,1.1
wfallick@plusstrip.com,5,2
wferencz@konmatfix.com,1,2.7
wferencz@openlane.com,3,1.7
wgiguere@nam-zim.com,2,5
wgiguere@nam-zim.com,4,4.1
wgoldammer@zotware.com,1,2.4
whauenstein@streethex.com,3,2.3
wjillson@finjob.com,1,4.7
wjillson@finjob.com,2,3
wkoppinger@ontomedia.com,3,2
wkoppinger@rantouch.com,2,8.9
wkoppinger@rantouch.com,6,2.1
wkownacki@treequote.com,1,9.7
wkownacki@treequote.com,4,4
wkulzer@plexzap.com,1,10.7
wkulzer@plexzap.com,2,1.5
wkulzer@plexzap.com,3,2.1
wmartabano@green-plus.com,3,1.9
wmcnease@toughzap.com,1,12.2
wmiro@bioplex.com,2,10.4
wmodzelewski@blackzim.com,1,7
wmondella@rangreen.com,3,3.5
wmotley@opentech.com,1,5.4
wneither@bioholding.com,2,0.7
wnestle@fasehatice.com,1,1.6
wpapasergi@finjob.com,2,0.7
wpinilla@toughzap.com,2,3.4
wpoquette@betasoloin.com,3,1.9
wpoquette@betasoloin.com,5,1.5
wpoquette@betasoloin.com,6,3.2
wpoquette@betasoloin.com,8,1.3
wroyster@donware.com,2,1.6
wschieler@condax.com,1,6.2
wschieler@kinnamplus.com,2,0.4
wschnitzler@donware.com,1,5
wschnitzler@donware.com,2,2.6
wschnitzler@donware.com,3,2
wstockham@yearin.com,1,1.4
wstockham@yearin.com,2,1.2
wstockham@yearin.com,4,1.7
wstrassner@golddex.com,4,2.5
wthyberg@openlane.com,1,6.2
wtreston@cancity.com,5,1.1
wweglarz@conecom.com,1,1.8
wwildfong@bioholding.com,2,1.3
xbaltimore@ganjaflex.com,2,2.6
xbiddy@domzoom.com,1,5
xcanlas@blackzim.com,6,7
xhaufler@donquadtech.com,1,3.6
xhaufler@donquadtech.com,2,2.1
xmondella@green-plus.com,1,2.2
xmondella@green-plus.com,3,1.7
xnicka@gogozoom.com,1,4.6
xsteier@streethex.com,1,14.1
xstuer@y-corporation.com,1,8.5
yangalich@dalttechnology.com,2,0.4
yangalich@dalttechnology.com,3,0.4
ybevelacqua@dontechi.com,1,3.1
ybrucato@donquadtech.com,5,2.7
ybutzen@sunnamplex.com,2,1.2
ychaffins@fasehatice.com,5,1.1
ychaffins@fasehatice.com,6,8.2
ycoody@faxquote.com,3,3.4
yferencz@kinnamplus.com,2,6.8
ygibes@codehow.com,1,1.9
ygibes@codehow.com,4,1.1
yheintzman@donware.com,1,10
yheintzman@donware.com,4,1.6
yjacobos@plexzap.com,1,6.9
yjacobos@plexzap.com,4,1.7
yjacobos@plexzap.com,5,6.1
ykardas@groovestreet.com,1,1.6
ykardas@groovestreet.com,3,4.1
ykitty@domzoom.com,2,1.6
ykonopacki@plexzap.com,2,1.1
ykusko@betasoloin.com,1,1
ylatzke@gogozoom.com,2,2.8
ylatzke@gogozoom.com,3,5.8
ymeisel@statholdings.com,1,5.2
ymeisel@statholdings.com,2,5.4
ymotley@domzoom.com,4,3.3
ypapasergi@sonron.com,3,3.9
ypoquette@zotware.com,2,2.7
yshadrick@sumace.com,2,0.9
ytomblin@scotfind.com,1,13.6
ywalthall@hottechi.com,3,3.5
ywalthall@zathunicon.com,1,2.9
yyum@golddex.com,3,1.5
yyum@yearin.com,1,0.6
yyum@yearin.com,3,1.2
zbutt@hottechi.com,1,2.5
zbutt@hottechi.com,2,1.2
zgrenet@hatfan.com,2,1.5
zrodeigues@scottech.com,2,1.9
aauber@cancity.com,1,15.6
abayless@faxquote.com,1,4
abirkner@ron-tech.com,1,1.5
abourbon@fasehatice.com,1,2.5
abrideau@streethex.com,3,3.3
acaldarera@cancity.com,4,3.4
adegroot@isdom.com,3,1.3
aehmann@mathtouch.com,3,2.1
afarrar@kan-code.com,3,4.8
afigeroa@dalttechnology.com,2,3
aflister@sonron.com,1,24.2
afortino@openlane.com,3,1.4
agabisi@dalttechnology.com,3,3.8
ajulia@zathunicon.com,2,1
akarpin@singletechno.com,4,2.5
aketelsen@xx-holding.com,2,6.3
akitzman@sonron.com,4,0.8
aloder@rundofase.com,1,0.6
aloder@rundofase.com,2,0.9
amartabano@ron-tech.com,1,3.3
amatuszak@dalttechnology.com,5,5.5
amaybury@rundofase.com,4,4.7
amaynerich@treequote.com,2,6.2
ameteer@betatech.com,1,0.9
amirafuentes@finhigh.com,4,2.6
arauser@fasehatice.com,4,3.6
arauser@fasehatice.com,5,1.7
ariopelle@mathtouch.com,1,6.6
asama@zoomit.com,1,22.2
aschmaltz@zencorporation.com,2,5.8
asimilton@plussunin.com,2,7.3
aslusarski@iselectrics.com,1,3.1
astenseth@plusstrip.com,3,1.5
azurcher@codehow.com,1,6.2
bbutt@bioholding.com,1,1.4
bdelasancha@warephase.com,5,1.1
bdewar@fasehatice.com,2,3.9
