household_email,appliance_number,hspf,seer
fsimilton@toughzap.com,4,22.9,27.7
fslusarski@dalttechnology.com,4,20.2,40.3
fstorment@rundofase.com,4,25.1,53.7
fstrassner@bioholding.com,1,27.6,52.8
fstrassner@bioholding.com,3,30.3,55.7
ftimenez@y-corporation.com,1,21.8,50.6
fvocelka@conecom.com,1,23,33.9
fwalthall@ganjaflex.com,1,19.7,60.3
fwalthall@ganjaflex.com,6,21.2,49.6
fwalthall@ganjaflex.com,7,21.6,38.2
fwalthall@ganjaflex.com,12,27.8,55.6
fwhobrey@streethex.com,4,14.8,44.9
fwolny@yearin.com,1,21.4,51.8
fworlds@stanredtax.com,2,23.5,48.3
gandreason@conecom.com,1,17.5,55.2
gankeny@rundofase.com,1,25.9,51
garceo@treequote.com,1,21.4,61.5
garceo@treequote.com,2,22.8,33.8
gasar@konmatfix.com,1,19,42.8
gauffrey@hottechi.com,2,22.7,58.5
gauffrey@hottechi.com,6,16.5,40.6
gbatman@streethex.com,3,20.3,26.8
gberray@hottechi.com,4,23.7,46.4
gbiddy@donquadtech.com,1,20.4,33.2
gbolognia@year-job.com,1,26.4,46.9
gbookamer@streethex.com,1,29.7,59.9
gbutzen@streethex.com,2,24.4,51.1
gbuzick@yearin.com,1,27.8,47.1
gcaiafa@j-texon.com,3,17.3,38.8
gcaldarera@zathunicon.com,5,24.3,63.5
gcandlish@ron-tech.com,2,19.7,57.5
gcaudy@doncon.com,1,18.6,57.6
gchaffins@stanredtax.com,4,17.8,53.5
gchui@fasehatice.com,2,24.8,39.9
gchui@ontomedia.com,1,20.7,35.3
gchui@ontomedia.com,2,21.3,35.5
gcorrington@ontomedia.com,3,23.3,56.5
gcorrio@plexzap.com,4,23.2,45.1
gcousey@doncon.com,1,25.4,29.9
gcousey@doncon.com,3,21.1,33.5
gcoyier@cancity.com,2,24,39.4
gcoyier@groovestreet.com,5,15,31.4
gcoyier@groovestreet.com,7,16.7,69.3
gcronauer@xx-holding.com,4,17.6,52.6
gcronauer@xx-holding.com,5,24.5,31.6
gdelasancha@hottechi.com,4,22.8,35.5
gdelasancha@j-texon.com,2,26.1,15.5
gdelasancha@scotfind.com,2,27.1,38.9
gdopico@warephase.com,1,15.7,58.4
gduenas@funholding.com,2,20.6,19.2
gduenas@funholding.com,4,20.3,47.4
geschberger@donware.com,2,25.7,33.7
geschberger@donware.com,3,16.8,39
geschberger@donware.com,7,24.6,65
gfishburne@dambase.com,3,18.1,48.5
gfishburne@plexzap.com,1,21.5,45.5
gflosi@condax.com,1,18.5,43.7
ggabisi@codehow.com,2,26.8,38.6
ggabisi@ganjaflex.com,1,17.8,38.2
ggellinger@codehow.com,1,24.2,47.3
ggellinger@codehow.com,2,26.9,63.1
ggellinger@xx-zobam.com,3,19.3,52.4
ggesick@nam-zim.com,1,15.9,38.2
ggibes@ron-tech.com,3,21.3,45.3
ggiguere@scotfind.com,5,22.3,51.5
ggiguere@scotfind.com,7,17.2,55.3
ggillian@scottech.com,3,27.6,56
gglick@sonron.com,1,19.3,25.1
gglick@sonron.com,2,19.7,31.6
ggood@silis.com,1,15.7,43.1
ggood@xx-holding.com,1,17.5,44.2
ggreenbush@zotware.com,2,26.8,41.9
ghagele@bioholding.com,2,21.3,56.7
ghagele@bioholding.com,3,13.7,30.1
ghamilton@doncon.com,1,17.4,33.6
ghaufler@hatfan.com,1,24.9,43.1
ghoa@inity.com,2,30,36.8
ghoa@inity.com,5,22.4,41.4
ghoffis@dambase.com,1,16.6,54.9
ghoffis@ganjaflex.com,1,17.6,36.4
ghoffis@ganjaflex.com,2,23.3,23.4
ghollack@opentech.com,2,27.8,27.6
ghollack@opentech.com,3,27.4,44.7
gkarpel@goodsilron.com,1,18.8,24.9
gkarpel@goodsilron.com,4,29.3,40.9
gkarpel@goodsilron.com,8,22.1,42.9
gkarpel@goodsilron.com,9,19.4,33.2
gkeener@plussunin.com,2,24.5,26.5
gkeener@plussunin.com,3,28.3,38
gkiel@plussunin.com,2,23.5,38.5
gkippley@xx-holding.com,2,18.4,47.6
gklusman@openlane.com,1,12.7,56.5
gknipp@scotfind.com,1,24.2,40.5
gknipp@scotfind.com,5,15.3,45.9
glapage@konex.com,1,25.6,42.6
glimmel@lexiqvolax.com,1,19.8,33.7
glimmel@scottech.com,4,25.2,41.7
glipke@zathunicon.com,3,20.3,34.5
glipkin@iselectrics.com,2,22,26.8
gliukko@kinnamplus.com,4,22.8,49.8
gliukko@kinnamplus.com,6,22.9,47.9
gloader@dontechi.com,2,24.3,45.8
glukasik@streethex.com,2,27.1,24.1
gmadarang@lexiqvolax.com,1,22.4,33.3
gmaybury@opentech.com,1,22.9,52.1
gmaynerich@plussunin.com,3,22.5,50.9
gmcrae@inity.com,4,21.8,51.7
gmeinerding@fasehatice.com,4,17.9,58.7
gmeinerding@fasehatice.com,5,20.9,29
gmeteer@scottech.com,3,20.6,28.8
gmotley@zencorporation.com,2,27.9,53.7
gmunis@kan-code.com,1,17.3,49.8
gmunis@kan-code.com,2,28.7,36.8
gnicka@ron-tech.com,6,26.5,47.3
gnicolozakes@dambase.com,2,20.3,44.2
gostrosky@zoomit.com,1,13.5,46.4
gostrosky@zoomit.com,2,23.8,43.9
gpalaia@xx-zobam.com,1,22,39.8
gpaprocki@dontechi.com,3,16.2,49.4
gparlato@faxquote.com,1,25.6,33.1
gpedrozo@betatech.com,4,21.3,44.4
gpedrozo@betatech.com,7,20.4,44.7
gperez@zumgoity.com,1,24.2,42.2
gperin@treequote.com,2,30.4,46.3
gperin@year-job.com,3,21,26.9
gpoquette@konex.com,1,19.8,38.1
grentfro@treequote.com,4,20.1,40
grhymes@konmatfix.com,5,28,52.9
grhymes@konmatfix.com,6,25.6,23.3
grochin@opentech.com,1,23.5,44.4
grodeigues@treequote.com,3,14.7,28.7
grodenberger@lexiqvolax.com,1,21.9,35
growling@konex.com,1,21.1,42.7
grulapaugh@codehow.com,1,24.5,36.6
gsahagun@rangreen.com,1,15.1,56.8
gsahagun@rangreen.com,3,23.7,40.5
gsamu@funholding.com,3,24.8,40.2
gsarbacher@conecom.com,1,32.6,37.5
gsarbacher@conecom.com,2,21.9,39
gschieler@finhigh.com,2,31,45
gschieler@finhigh.com,5,17.9,56.5
gscriven@plexzap.com,2,17.6,61.4
gsengbusch@treequote.com,2,25.8,41.2
gsilvestrini@toughzap.com,1,28.9,43.6
gsimilton@warephase.com,1,18.3,50.6
gskulski@zotware.com,2,24,34.3
gskursky@yearin.com,1,15.5,44
gstockham@sunnamplex.com,1,23.7,37.5
gtagala@dambase.com,1,22.6,33.3
gtawil@toughzap.com,2,22.1,36.1
gtawil@toughzap.com,3,21.3,48.3
gthyberg@rantouch.com,2,19.6,32.7
gtimenez@y-corporation.com,2,24.1,34.3
gtimenez@y-corporation.com,3,19.6,38.4
gtjepkema@codehow.com,3,18.4,58
gtjepkema@codehow.com,4,22.4,33.2
gtjepkema@plusstrip.com,1,28.9,53.4
gtomasulo@year-job.com,2,24.4,40.9
gtomblin@statholdings.com,2,21.3,11.3
gtomblin@statholdings.com,4,27.2,51.3
gtromblay@singletechno.com,4,26.3,30.5
gturinetti@mathtouch.com,1,22.5,40.3
gturinetti@mathtouch.com,2,21.5,55.4
gvenere@cancity.com,1,21.8,53.9
gwaycott@sumace.com,2,17.7,51.9
gwaycott@sumace.com,6,16.6,34
gwaymire@bioplex.com,1,22.1,60.9
gwaymire@bioplex.com,3,18.6,38.9
gweglarz@opentech.com,3,21.3,48.6
gwiklund@cancity.com,1,23.7,28.8
gwildfong@kan-code.com,2,22.9,39.6
gworlds@lexiqvolax.com,1,16.4,64.2
gwrinkles@hatfan.com,4,18.4,31.9
habdallah@golddex.com,1,23.1,44.4
hbarfield@isdom.com,4,18.2,64.2
hbevelacqua@inity.com,1,26.8,50
hbevelacqua@konmatfix.com,1,28.6,58.3
hbevelacqua@konmatfix.com,6,22.2,40
hblackwood@konex.com,1,29.6,53
hboulter@cancity.com,1,24,49.3
hbuemi@newex.com,1,27.9,49.3
hbuemi@newex.com,2,17.3,16
hbuvens@betatech.com,3,20.8,21.3
hcandlish@kinnamplus.com,2,20.5,43.6
hchavous@openlane.com,3,21.3,36.3
hcork@betatech.com,4,23.4,51.3
hcoyier@goodsilron.com,3,28,18
hcrupi@dontechi.com,1,8.2,43.5
hcrupi@dontechi.com,2,17.2,48.6
hcrupi@dontechi.com,3,25.9,36.2
hdemesa@zoomit.com,4,26.3,50
heroman@treequote.com,3,25.3,45.7
heroman@treequote.com,4,23,37
hfoller@doncon.com,2,16.5,38.6
hfoller@doncon.com,5,20.8,42
hfrerking@bioplex.com,1,15.4,11.3
hfrey@inity.com,3,18,27.6
hfunnell@zencorporation.com,2,22.2,46.8
hgato@ontomedia.com,1,21.9,47
hgood@groovestreet.com,1,17.8,40.2
hharabedian@zotware.com,2,25.1,34.8
hharabedian@zotware.com,3,25.6,37.8
hheintzman@zencorporation.com,4,23.7,42.9
hhoffis@zumgoity.com,1,21.3,43.4
hhoneywell@groovestreet.com,4,25.5,52.4
hhughey@ganjaflex.com,3,17.9,37
hhughey@ganjaflex.com,5,22,64.1
hkannady@silis.com,3,17.8,38.2
hkannady@silis.com,6,24.4,35.4
hleinenbach@plexzap.com,3,26.7,41.7
hleinenbach@zoomit.com,1,26.3,32.7
hlinahan@scottech.com,4,26.2,43.7
hlizama@zoomit.com,1,20.9,26.7
hlouissant@dalttechnology.com,3,20.2,50.1
hlouissant@rundofase.com,1,21.7,57.4
hlouissant@rundofase.com,2,22.3,61.5
hmalet@funholding.com,1,17,41.4
hmclaird@bioplex.com,5,24.9,46.3
hmclaird@bioplex.com,6,25.1,21.8
hmeteer@openlane.com,1,25,59.9
hmeteer@openlane.com,2,23,46.8
hnachor@green-plus.com,4,26.5,35.1
hnayar@finhigh.com,2,21.7,31.3
hnayar@finhigh.com,3,24.2,38.3
hpelkowski@hottechi.com,2,28.8,48
hpelkowski@hottechi.com,3,17.8,38.3
hrhymes@codehow.com,1,19.8,34.5
hrhymes@codehow.com,2,23.9,32.6
hrhymes@codehow.com,3,17.9,57.5
hrhymes@codehow.com,4,23.2,70.1
hrim@dalttechnology.com,3,20.6,69.7
hsaulter@ontomedia.com,3,14.9,40.5
hsaulter@ontomedia.com,7,23.2,51.2
hsaulter@scotfind.com,1,27.5,38.6
hscheyer@goodsilron.com,3,29.4,28.8
hschmierer@plusstrip.com,3,22.3,32.6
hsergi@year-job.com,1,23,45.3
hsergi@year-job.com,2,18.9,53.5
hsergi@year-job.com,3,29.9,51.4
hsetter@bioholding.com,1,25.6,49.5
hsetter@bioholding.com,7,19.3,31.6
hstorment@konmatfix.com,1,21.6,54.8
hstorment@konmatfix.com,4,21.8,59.6
hstorment@konmatfix.com,5,22.6,48
hstorment@konmatfix.com,6,19.1,52.2
hstorment@konmatfix.com,7,23,39.5
hsuell@mathtouch.com,1,25.5,52.9
hsuell@mathtouch.com,2,14.3,47
htawil@conecom.com,2,19.2,49.8
htegarden@finjob.com,3,25.7,56.7
hthreets@gogozoom.com,3,14.7,43.7
htjepkema@green-plus.com,1,24.2,63.5
hvanheusen@nam-zim.com,3,27.2,38.7
hventura@inity.com,5,19.5,48
hvillanueva@mathtouch.com,3,22.3,43.4
hweglarz@plexzap.com,1,25.1,37
hwhobrey@ron-tech.com,1,21.5,29.2
hzepp@ganjaflex.com,3,19.8,72
hzepp@kan-code.com,1,22.4,18.7
ialbares@sunnamplex.com,1,23.8,43.6
ialbares@sunnamplex.com,4,27.6,45.1
ibachman@zoomit.com,1,17.9,41.3
iclaucherty@zoomit.com,1,17.9,60.4
iclaucherty@zoomit.com,3,36.4,46.6
idubaldi@zumgoity.com,2,20.3,53.5
ifeichtner@silis.com,5,23.6,38.6
ifeichtner@silis.com,7,25,15.1
iisaacs@doncon.com,2,31.2,26.8
ikoppinger@stanredtax.com,4,21.5,40.2
ikownacki@gogozoom.com,1,20.8,27.2
imalvin@ontomedia.com,1,25.8,48.4
imanno@finhigh.com,5,21.3,53.2
imaynerich@newex.com,1,20.5,45.6
imunns@dontechi.com,3,21.7,49.8
ipaa@plexzap.com,3,25.1,46.4
iscipione@j-texon.com,1,23.7,54.9
iscipione@j-texon.com,2,26.6,43.6
iscipione@j-texon.com,3,19.7,33.6
iscipione@j-texon.com,9,19.8,33
itomasulo@zotware.com,4,17.8,42.1
jarias@labdrill.com,2,23.9,44
jarias@labdrill.com,6,14.9,58.3
jarias@labdrill.com,10,17.3,57.7
jbayless@scottech.com,4,22.1,55.3
jbeech@zumgoity.com,2,20.1,64.5
jblackwood@stanredtax.com,2,13.2,34.8
jblackwood@stanredtax.com,3,21.2,32.8
jblunk@kinnamplus.com,1,23.4,51.9
jbookamer@dambase.com,2,28.9,41.4
jbookamer@donquadtech.com,6,28.5,45.8
jborgman@codehow.com,3,19.8,32.1
jborgman@statholdings.com,2,22.9,36.6
jboulter@groovestreet.com,2,22.3,23.1
jbourbon@funholding.com,2,20,39
jbourbon@funholding.com,4,18.4,53.7
jbruschke@stanredtax.com,1,24.3,45.9
jbuemi@mathtouch.com,3,31.2,31.4
jbuzick@funholding.com,1,23.6,48.9
jbuzick@funholding.com,3,22.1,12.1
jcaiafa@fasehatice.com,3,27,41.2
jcantres@sumace.com,2,27.2,39.3
jcartan@golddex.com,3,24.3,26.6
jcartan@opentech.com,4,19.1,37.3
jcartan@opentech.com,5,22.7,43.4
jchesterfield@konmatfix.com,4,21.9,35.7
jchui@donquadtech.com,1,21,46.3
jchui@lexiqvolax.com,3,27.7,55.4
jcolla@hatfan.com,2,20.8,52.7
jcolla@silis.com,1,27.4,31.7
jcoody@codehow.com,1,24.4,50.1
jcoody@codehow.com,2,26.9,41.8
jcoody@codehow.com,5,20.4,43.6
jcorrington@hottechi.com,3,26.6,40.9
jdenooyer@treequote.com,1,25.5,32.7
jennaco@labdrill.com,2,23.7,44.3
jennaco@labdrill.com,4,24.9,25.1
jeschberger@openlane.com,3,16.8,40.6
jfallick@gogozoom.com,1,22.6,44.5
jfelger@plexzap.com,1,24.3,36.7
jfelger@yearin.com,3,18.5,51.3
jfern@toughzap.com,2,20.4,36.4
jfillingim@zathunicon.com,1,21.4,36.7
jfrancescon@funholding.com,3,14.7,34.8
jfrankel@ontomedia.com,1,30,37.9
jfredicks@bioholding.com,1,26.8,32.6
jfredicks@hatfan.com,1,17.7,49.4
jfredicks@nam-zim.com,1,15.9,50.7
jfunnell@dambase.com,3,21.5,33.5
jfunnell@konmatfix.com,1,31.6,51.5
jfunnell@konmatfix.com,5,19.2,53.2
jgalam@kan-code.com,1,15.7,37
jgehrett@finjob.com,1,26.2,52.4
jgiguere@stanredtax.com,1,22.2,31.6
jglick@golddex.com,1,23.8,45.9
jglick@plussunin.com,1,20.7,39.4
jgoldammer@green-plus.com,2,30.8,50.1
jgwalthney@faxquote.com,2,25.2,28.2
jgwalthney@faxquote.com,3,22.4,39.1
jhagele@opentech.com,2,26.5,25.3
jhiatt@kan-code.com,2,23.4,35.6
jhiatt@kan-code.com,3,24.2,28.9
jhidvegi@labdrill.com,6,20.8,50.3
jhidvegi@labdrill.com,7,16.7,33
jhoa@kan-code.com,1,21.4,45.9
jhoa@kan-code.com,3,15.9,40.4
jhochard@condax.com,3,23.7,43.9
jhoffis@rantouch.com,1,29.3,39.8
jhoopengardner@golddex.com,2,18.1,47.4
jhusser@plexzap.com,1,26.5,49.3
jhusser@plexzap.com,2,17.9,29.2
jhusser@plexzap.com,4,24,37.4
jhusser@zumgoity.com,1,24.5,61.5
jjacobos@ganjaflex.com,1,19.7,57.9
jjacobos@groovestreet.com,1,25,43.9
jjillson@ontomedia.com,3,23.8,47.6
jjillson@ontomedia.com,5,26.6,21.8
jjillson@ontomedia.com,8,26.6,37.6
jjillson@ontomedia.com,10,22.8,51.3
jkalafatis@conecom.com,1,18.7,44
jkalafatis@conecom.com,2,21.9,45.3
jkalafatis@conecom.com,3,15.4,34.4
jkalafatis@rundofase.com,1,28.9,39.6
jkaniecki@ron-tech.com,4,17.5,51.9
jkarpel@warephase.com,1,23.8,35.7
jkarpel@warephase.com,2,25.2,42.2
jkarpin@scottech.com,3,23.5,48.5
jkippley@dalttechnology.com,1,15.6,32.7
jkitzman@newex.com,3,35.9,48.6
jkitzman@plexzap.com,1,20.4,55.2
jklusman@nam-zim.com,1,25.2,42.4
jklusman@rantouch.com,1,20.2,32.7
jkownacki@statholdings.com,1,18.9,34.8
jlabreche@kinnamplus.com,2,18.3,47.7
jlabreche@xx-zobam.com,1,23.8,46.5
jlatzke@zotware.com,1,22.9,44.9
jlayous@zencorporation.com,1,18.1,44.7
jlayous@zencorporation.com,2,18.2,68.9
jlayous@zencorporation.com,4,20.8,50.5
jlietz@plexzap.com,1,21.5,36.7
jlindall@ron-tech.com,1,27,30.9
jlindall@ron-tech.com,2,23.8,24.2
jlindall@ron-tech.com,4,23.6,39.5
jlukasik@blackzim.com,3,12.7,50.9
jlungren@faxquote.com,3,16.5,61.9
jlungren@isdom.com,1,28.4,28.6
jmaclead@labdrill.com,1,22.6,35.8
jmai@opentech.com,2,17.7,56.3
jmai@opentech.com,3,16.8,51.8
jmastella@warephase.com,3,27.5,44.9
jmastella@warephase.com,4,21.6,39.4
jmaynerich@zoomit.com,1,23.2,47.5
jmclaird@xx-holding.com,1,16.3,39.4
jmcrae@newex.com,2,19.2,43
jmeisel@hatfan.com,1,21.4,36.1
jmeisel@labdrill.com,1,24.9,42.2
jmerced@mathtouch.com,3,23.3,53.4
jmerced@mathtouch.com,4,20.4,35
jmirafuentes@donquadtech.com,1,15.3,42.2
jmiro@donware.com,2,26.5,55.9
jmonarrez@doncon.com,2,18.1,35.9
jmonarrez@doncon.com,3,21.8,43.5
jmondella@betatech.com,1,14.8,47
jmondella@scotfind.com,6,27,39.3
jmotley@scottech.com,2,22.4,37.2
jmotley@warephase.com,5,16.5,38.5
jmotley@warephase.com,6,27.2,48.8
jmunns@treequote.com,2,17.1,39.9
jmyricks@donware.com,2,15.3,46.4
jneither@scotfind.com,1,30.1,41
jneither@scotfind.com,4,22.1,26.9
jnewville@j-texon.com,2,21.2,33.9
jogg@goodsilron.com,1,20.3,67.5
jogg@goodsilron.com,2,26,49.7
jogg@ron-tech.com,7,23.7,56
joles@groovestreet.com,1,22.2,47.5
joles@groovestreet.com,2,22.7,43.8
joles@groovestreet.com,3,27.6,43.8
joles@groovestreet.com,4,21.1,30.3
jostolaza@sonron.com,1,20.5,33.5
jostolaza@sonron.com,2,22.3,48.2
jpinilla@golddex.com,3,25.3,45.5
jrantanen@ron-tech.com,1,26.6,39.7
jrantanen@ron-tech.com,5,16,49.9
jreiber@ron-tech.com,1,21.4,23.9
jrhymes@silis.com,1,21.9,53.7
jrodefer@green-plus.com,3,26.1,32.6
jrodeigues@treequote.com,1,24.5,37.4
jrowling@xx-zobam.com,1,22.1,39
jsarao@zencorporation.com,1,21.4,41.8
jsaras@donquadtech.com,2,29.1,55
jsaras@donquadtech.com,3,24.7,38.1
jsaras@singletechno.com,3,25.1,50.8
jsarbacher@zotware.com,1,16.4,33.6
jschmierer@zumgoity.com,2,18.1,38.5
jscriven@doncon.com,6,25.3,43.1
jscriven@doncon.com,11,21.7,37.1
jscriven@gogozoom.com,2,20.9,47.8
jscriven@gogozoom.com,4,38.3,42.2
jscriven@j-texon.com,1,20.4,48.5
jsetter@labdrill.com,2,18.6,45.1
jshields@betasoloin.com,4,23.5,41.9
jshin@finjob.com,4,25.6,67.4
jshinko@ontomedia.com,3,22.8,55.2
jshinko@ontomedia.com,4,24.3,50.2
jshinko@ontomedia.com,6,23.1,38.3
jsimilton@j-texon.com,4,25.3,50.6
jsimilton@plusstrip.com,1,16.6,31.2
jslusarski@warephase.com,1,19.9,26.4
jslusarski@xx-zobam.com,2,22.6,43.4
jsmith@zathunicon.com,7,17.4,34.7
jsmith@zathunicon.com,9,15.3,36.4
jspickerman@donquadtech.com,6,22.5,67.3
jstaback@cancity.com,1,19.9,40.7
jstrassner@faxquote.com,1,24,49.2
jswayze@zoomit.com,1,24.8,41.2
jswayze@zoomit.com,3,23.7,61.3
jsweigard@green-plus.com,1,25.7,38.1
jsyrop@hatfan.com,4,24.9,63.6
jtegarden@isdom.com,1,24.1,56.3
jtegarden@isdom.com,4,22.6,49.3
jtimenez@hatfan.com,1,17.3,19.1
jtomasulo@scottech.com,5,20.7,35.3
jtomblin@scotfind.com,1,15.3,41.2
jtreston@dalttechnology.com,3,18.4,53.4
jupthegrove@plussunin.com,1,25,56.7
jupthegrove@singletechno.com,1,24.2,35.7
juyetake@zathunicon.com,1,26,56.9
jvinning@doncon.com,1,20.8,29.5
jvinning@isdom.com,2,20,50.9
jvizarro@ganjaflex.com,1,15.7,25
jvizarro@ganjaflex.com,3,22.9,55.8
jwalthall@ontomedia.com,3,24,46.5
jwenzinger@inity.com,2,29.2,48.2
jwenzinger@inity.com,3,22.3,48
jwildfong@zotware.com,1,19.7,36.3
jwildfong@zotware.com,5,22,50.4
jwildfong@zotware.com,6,27,39.1
jyaw@lexiqvolax.com,3,25.3,49
jyglesias@zumgoity.com,3,19.5,48.4
kabdallah@condax.com,2,24.4,45.8
kabdallah@condax.com,4,20.3,49.4
kalbares@openlane.com,2,16.6,40.4
kamyot@labdrill.com,4,21.7,42.7
kamyot@labdrill.com,6,22.1,30.6
kauber@finjob.com,1,19.1,53.3
kbenimadho@konex.com,3,24,56
kbergesen@xx-holding.com,1,17.9,41.6
kberray@year-job.com,1,21.8,41.7
kbevelacqua@blackzim.com,1,22.4,34.5
kbevelacqua@xx-zobam.com,3,24.6,50.2
kbookamer@golddex.com,3,25.6,45.7
kbourbon@domzoom.com,1,25.5,41.2
kbrachle@doncon.com,1,25.8,35.1
kbreland@iselectrics.com,2,18,31.8
kbrossart@dontechi.com,1,19.5,51.5
kburnard@plexzap.com,1,26.5,31.2
kcampain@xx-zobam.com,4,20.1,41.9
kcartan@inity.com,5,20.1,36.8
kcartan@rantouch.com,1,15.9,45.5
kcaudy@kinnamplus.com,1,20.3,63.2
kcentini@dontechi.com,2,26.5,28.7
kcentini@dontechi.com,3,25.7,36.3
kcomnick@bioholding.com,3,21.5,49.2
kcorrington@sunnamplex.com,2,30.9,43.9
kcorrington@sunnamplex.com,3,27.5,40.1
kcraghead@singletechno.com,1,18.6,43.3
kcrupi@funholding.com,2,26.6,52.1
kcrupi@yearin.com,1,28.9,56
kdallen@newex.com,1,22.5,30.3
kdaufeldt@groovestreet.com,2,22.1,31.5
kdelasancha@codehow.com,1,18.5,52.9
kdevreese@goodsilron.com,1,19.6,46
kdopico@codehow.com,1,19.6,54.6
kduenas@conecom.com,3,16.2,68.7
kduenas@conecom.com,4,29.3,41.1
kferrario@bioholding.com,1,18.4,34.2
kferrario@bioholding.com,3,20.5,50.7
kgibes@bioplex.com,1,24.3,44.7
kgibes@bioplex.com,3,32.5,47.5
kgiguere@donquadtech.com,6,18.8,40.4
kgobern@treequote.com,2,23.9,53.4
kgobern@treequote.com,4,17.8,34.1
khalsey@kinnamplus.com,1,28.5,44.8
khamilton@labdrill.com,1,20.5,43.7
khamilton@openlane.com,4,20.6,43.9
khanafan@bioplex.com,4,27.2,31
kherritt@sumace.com,2,25.5,64.9
khollack@bioplex.com,1,19.7,53.7
khollack@bioplex.com,2,17.2,44.1
khudnall@zoomit.com,2,18.4,24.3
khudnall@zoomit.com,4,19.1,49.8
kkannady@zencorporation.com,1,21.8,35.4
kkardas@sonron.com,2,17.1,56.9
kkardas@xx-zobam.com,2,25.6,28
kkeetch@gogozoom.com,2,28,55.4
kketelsen@sumace.com,3,19.3,43.9
kklimek@stanredtax.com,3,19.7,41.2
kklonowski@lexiqvolax.com,1,22.9,30
kkulzer@dontechi.com,3,22.1,50.3
klabreche@betasoloin.com,1,23.6,41.7
klacovara@sumace.com,1,30.1,54.8
klacovara@sumace.com,2,23,33.2
klawler@zotware.com,4,26.9,35.2
kleto@iselectrics.com,4,20,51.1
klimmel@green-plus.com,2,17.5,24.5
kloader@betasoloin.com,1,21.7,16.4
klother@rundofase.com,3,19.2,43.6
klother@rundofase.com,4,24,52.1
klother@statholdings.com,4,25.1,44.7
kmarrier@konmatfix.com,1,16.1,15
kmarrier@konmatfix.com,4,17.5,43.2
kmclaird@sonron.com,4,24.9,45
kmenter@statholdings.com,2,23,40.6
kmenter@statholdings.com,5,18,62
kmenter@statholdings.com,7,13.3,48.6
kmenter@statholdings.com,9,20.9,24
kmerced@iselectrics.com,4,30.5,25.3
kmerced@iselectrics.com,5,22.5,20.9
kmerced@iselectrics.com,6,18.1,55
kmiro@bioholding.com,3,21.7,43.4
kmiro@rangreen.com,3,22.9,32.8
kmorasca@statholdings.com,1,21.4,38.8
kmotley@rangreen.com,1,23.7,41.4
kmotley@rangreen.com,2,21.5,35.6
knabours@warephase.com,2,22.6,48.9
knachor@goodsilron.com,3,22.5,40.6
knayar@stanredtax.com,1,23.9,41
knayar@stanredtax.com,3,25.3,59.4
kostrosky@ganjaflex.com,1,22.9,38.6
kparvis@gogozoom.com,3,21.4,32.3
kpaskin@labdrill.com,2,16.3,38.9
kpatak@toughzap.com,3,21.2,43
kragel@fasehatice.com,3,26.8,36.2
kragel@fasehatice.com,4,17.6,39.7
krantanen@gogozoom.com,1,21.7,54.8
krantanen@gogozoom.com,3,28.6,56.3
krantanen@gogozoom.com,4,24,45.7
krauser@bioplex.com,2,21.6,39.1
krauser@cancity.com,1,21.6,58.5
krauser@cancity.com,2,19.6,34.9
kregusters@blackzim.com,3,19.5,50.3
krestrepo@faxquote.com,4,18.9,47.3
krhym@plussunin.com,2,23.7,56.7
krowling@plussunin.com,3,20.5,33
ksaras@condax.com,1,16.6,37.5
ksawchuk@singletechno.com,2,29.3,39.4
kscheyer@groovestreet.com,2,23.5,32.2
ksemidey@inity.com,3,23.1,47.4
ksemidey@inity.com,5,26.1,50.3
kshadrick@green-plus.com,3,27.2,38.5
kshin@codehow.com,3,19.5,55.8
kshinko@zoomit.com,2,18.1,46.9
kskursky@openlane.com,2,26,49.2
kspringe@nam-zim.com,3,16.2,44.3
ksteffensmeier@stanredtax.com,1,18.4,47.1
kstem@funholding.com,1,32.4,40.5
kstem@funholding.com,2,24.7,49.8
kstem@funholding.com,3,24,45.5
kstem@plussunin.com,3,28.4,26.4
kstockham@domzoom.com,1,15.8,32.8
kstockham@domzoom.com,3,18.1,35.6
kstorment@zumgoity.com,3,19.9,39.8
ksweigard@silis.com,2,19.8,63.2
ksweigard@silis.com,3,24.8,48.9
ktagala@xx-zobam.com,4,21.4,40.9
ktillotson@silis.com,1,19.9,34.3
ktimenez@condax.com,1,26.7,58.8
kvonasek@condax.com,1,24.1,35.4
kwalthall@goodsilron.com,1,22.8,34.2
kwieser@konex.com,2,21.4,18.7
kwieser@konex.com,3,21.3,47.4
kyori@groovestreet.com,5,21,36.8
kyori@groovestreet.com,6,25.4,39.6
kzurcher@kan-code.com,3,19,52.7
kzurcher@rantouch.com,1,18.1,39.6
lamyot@sumace.com,3,28.9,31.5
lamyot@sumace.com,4,18.4,53.6
langalich@goodsilron.com,1,12.6,70.5
larias@gogozoom.com,2,28.4,37.2
larias@gogozoom.com,4,19.1,35.1
larias@sumace.com,1,20.1,36.4
larias@sumace.com,2,22.5,43.2
larias@sumace.com,3,18.9,38.9
lbarfield@nam-zim.com,1,20.8,33.6
lbeech@golddex.com,2,15.6,36.3
lberray@openlane.com,1,23.2,58.6
lberray@openlane.com,3,23.1,43.8
lblackwood@kinnamplus.com,3,17.8,39.8
lbolognia@donware.com,2,20.1,44.9
lbookamer@zencorporation.com,1,22.2,38.4
lboulter@fasehatice.com,4,20.3,44.3
lboulter@labdrill.com,1,24.8,35.2
lbreland@statholdings.com,2,31.4,39.2
