household_email,power_number,battery,kilowatt_hours,energy_source
lplumer@zotware.com,2,28,82,solar-electric
lradde@inity.com,1,NULL,71,solar-electric
lrentfro@codehow.com,1,NULL,140,solar-electric
lrodeigues@kinnamplus.com,1,22,77,solar-electric
lrodenberger@statholdings.com,1,NULL,90,solar-electric
lroyster@sumace.com,1,13,83,solar-electric
lroyster@sunnamplex.com,1,14,17,solar-electric
lruta@sumace.com,1,NULL,32,solar-electric
lsahagun@betatech.com,1,NULL,69,solar-electric
lsamu@inity.com,1,NULL,85,solar-electric
lsamu@zencorporation.com,1,13,67,solar-electric
lsamu@zencorporation.com,2,13,60,wind
lsarao@rantouch.com,1,18,24,solar-electric
lsaras@dambase.com,1,32,39,solar-electric
lsaylors@cancity.com,1,15,84,solar-electric
lschemmer@dontechi.com,1,NULL,22,solar-electric
lscheyer@domzoom.com,1,13,21,wind
lschmaltz@betatech.com,1,59,16,solar-electric
lschmaltz@golddex.com,1,NULL,114,solar-electric
lschnitzler@sonron.com,1,59,190,solar-electric
lscipione@zathunicon.com,1,103,131,solar-electric
lseewald@rundofase.com,1,17,97,solar-electric
lsergi@plexzap.com,1,175,47,wind
lshire@lexiqvolax.com,1,20,93,solar-electric
lsilvestrini@nam-zim.com,1,21,45,solar-electric
lskursky@dalttechnology.com,1,NULL,131,solar-electric
lsmith@cancity.com,1,NULL,40,solar-electric
lspickerman@sunnamplex.com,1,44,88,solar-electric
lsteffensmeier@funholding.com,1,10,26,solar-electric
lsteier@green-plus.com,1,90,23,solar-electric
lstem@bioholding.com,1,15,58,solar-electric
lstimmel@konex.com,1,26,97,solar-electric
lstockham@sunnamplex.com,1,14,130,solar-electric
lstuer@kan-code.com,1,45,95,solar-electric
lsuffield@scottech.com,1,27,61,solar-electric
lsweigard@toughzap.com,1,43,137,solar-electric
ltawil@plusstrip.com,1,NULL,49,solar-electric
lthreets@blackzim.com,1,NULL,81,solar-electric
lthreets@rangreen.com,1,30,38,wind
lthyberg@toughzap.com,1,25,99,solar-electric
ltimenez@isdom.com,1,11,62,solar-electric
ltjepkema@zencorporation.com,1,18,63,solar-electric
ltomblin@condax.com,1,29,87,solar-electric
ltomblin@plusstrip.com,1,26,29,solar-electric
ltreston@ganjaflex.com,1,10,49,solar-electric
lvanausdal@zumgoity.com,1,NULL,53,wind
lventura@betasoloin.com,1,NULL,119,solar-electric
lventura@stanredtax.com,1,19,64,solar-electric
lvinning@hatfan.com,1,NULL,17,solar-electric
lvizarro@condax.com,1,13,17,wind
lvizarro@hatfan.com,1,29,43,wind
lvizarro@hatfan.com,2,16,92,wind
lwardrip@streethex.com,1,35,22,solar-electric
lweglarz@cancity.com,1,106,264,wind
lweglarz@dalttechnology.com,1,10,54,solar-electric
lweirather@faxquote.com,1,31,64,solar-electric
lweirather@sunnamplex.com,1,14,34,wind
lwenner@blackzim.com,1,23,67,wind
lwenzinger@konmatfix.com,1,28,57,wind
lwiklund@konex.com,1,NULL,18,solar-electric
lwolfgramm@scottech.com,1,19,18,solar-electric
lworlds@plexzap.com,1,NULL,82,solar-electric
lyori@opentech.com,1,17,66,solar-electric
lyori@zoomit.com,1,41,20,wind
lyori@zoomit.com,2,40,86,solar-electric
lyum@ontomedia.com,1,NULL,84,solar-electric
macuff@iselectrics.com,1,17,27,solar-electric
macuff@iselectrics.com,2,12,23,solar-electric
madkin@faxquote.com,1,60,41,solar-electric
madkin@silis.com,1,43,72,solar-electric
malbares@goodsilron.com,1,27,137,solar-electric
malbares@goodsilron.com,2,23,53,solar-electric
mamigon@donquadtech.com,1,NULL,53,wind
mamigon@ganjaflex.com,1,49,48,solar-electric
mamigon@ganjaflex.com,2,32,23,wind
mamigon@statholdings.com,1,NULL,131,solar-electric
mandreason@faxquote.com,1,16,19,solar-electric
maquas@conecom.com,1,42,69,solar-electric
maquas@conecom.com,2,18,47,solar-electric
marceo@bioplex.com,1,18,20,wind
maredondo@nam-zim.com,1,54,246,solar-electric
mauber@hottechi.com,1,87,177,solar-electric
mauffrey@blackzim.com,1,16,47,solar-electric
mauffrey@inity.com,1,24,78,solar-electric
mbartolet@betatech.com,1,33,116,wind
mbatman@doncon.com,1,NULL,55,solar-electric
mberganza@green-plus.com,1,NULL,186,wind
mberray@groovestreet.com,1,28,119,wind
mbiddy@j-texon.com,1,58,21,solar-electric
mbiddy@j-texon.com,2,16,36,solar-electric
mbitsuie@bioplex.com,1,NULL,32,solar-electric
mblackwood@mathtouch.com,1,63,86,solar-electric
mbookamer@finjob.com,1,32,117,solar-electric
mbourbon@statholdings.com,1,NULL,50,wind
mbubash@streethex.com,1,16,127,solar-electric
mbutt@goodsilron.com,1,19,107,solar-electric
mbuvens@streethex.com,1,172,107,solar-electric
mcaldarera@blackzim.com,1,42,54,solar-electric
mcandlish@nam-zim.com,1,17,18,solar-electric
mcanlas@zotware.com,1,14,46,wind
mcaudy@newex.com,1,23,62,solar-electric
mchui@funholding.com,1,92,140,solar-electric
mcolla@donware.com,1,25,55,solar-electric
mcorrio@finhigh.com,1,47,116,solar-electric
mdallen@mathtouch.com,1,NULL,125,solar-electric
mdelasancha@xx-zobam.com,1,18,122,solar-electric
mdelasancha@xx-zobam.com,2,24,50,solar-electric
mdenooyer@rantouch.com,1,14,36,solar-electric
mdenooyer@yearin.com,1,NULL,80,solar-electric
mdewar@mathtouch.com,1,NULL,53,solar-electric
mdhamer@konex.com,1,NULL,66,solar-electric
mdinos@blackzim.com,1,23,106,solar-electric
mdopico@condax.com,1,17,95,solar-electric
mdubaldi@j-texon.com,1,37,35,wind
mdubaldi@j-texon.com,2,51,122,solar-electric
mduenas@konex.com,1,NULL,19,solar-electric
mestell@j-texon.com,1,NULL,45,solar-electric
mestell@j-texon.com,2,44,187,solar-electric
mferencz@codehow.com,1,60,198,solar-electric
mfillingim@bioplex.com,1,17,22,solar-electric
mfillingim@kinnamplus.com,1,14,17,solar-electric
mfishburne@newex.com,1,15,78,wind
mflosi@streethex.com,1,NULL,24,solar-electric
mfortino@scottech.com,1,NULL,136,solar-electric
mfrancescon@betatech.com,1,37,61,wind
mfrancescon@betatech.com,2,38,32,wind
mgalam@xx-holding.com,1,19,26,wind
mgarufi@betasoloin.com,1,34,134,solar-electric
mgesick@donware.com,1,27,26,wind
mgillian@sonron.com,1,NULL,237,solar-electric
mgleich@y-corporation.com,1,29,65,solar-electric
mglick@stanredtax.com,1,75,33,solar-electric
mgobern@plussunin.com,1,12,41,solar-electric
mgobern@plussunin.com,2,67,55,wind
mgobern@plussunin.com,3,26,107,solar-electric
mgochal@isdom.com,1,76,23,solar-electric
mgreenbush@year-job.com,1,10,30,solar-electric
mgreenbush@zencorporation.com,1,13,62,wind
mgudroe@doncon.com,1,104,167,solar-electric
mharoldson@year-job.com,1,NULL,70,wind
mhauenstein@labdrill.com,1,30,18,solar-electric
mheintzman@codehow.com,1,NULL,106,solar-electric
mhellickson@konex.com,1,22,49,solar-electric
mhirpara@cancity.com,1,16,27,solar-electric
mhoneywell@betatech.com,1,77,23,solar-electric
mhoneywell@sumace.com,1,18,97,solar-electric
minouye@faxquote.com,1,28,102,solar-electric
misenhower@lexiqvolax.com,1,31,17,solar-electric
miturbide@betasoloin.com,1,53,104,solar-electric
mjeanty@betatech.com,1,NULL,53,solar-electric
mjulia@newex.com,1,NULL,172,solar-electric
mjulia@warephase.com,1,72,127,solar-electric
mjuvera@newex.com,1,37,40,solar-electric
mkaniecki@cancity.com,1,101,66,solar-electric
mkeneipp@dambase.com,1,65,231,solar-electric
mklonowski@finhigh.com,1,NULL,52,solar-electric
mkohl@domzoom.com,1,18,64,solar-electric
mkohl@zathunicon.com,1,15,70,solar-electric
mkohl@zathunicon.com,2,22,71,solar-electric
mkolmetz@bioholding.com,1,NULL,19,solar-electric
mkolmetz@bioholding.com,2,30,46,solar-electric
mkoppinger@goodsilron.com,1,28,72,solar-electric
mkoppinger@goodsilron.com,2,31,40,wind
mkorando@finjob.com,1,59,84,solar-electric
mkownacki@isdom.com,1,30,91,solar-electric
mlabreche@donware.com,1,27,71,solar-electric
mlatzke@condax.com,1,NULL,130,solar-electric
mlatzke@openlane.com,1,NULL,23,solar-electric
mlatzke@zumgoity.com,1,12,76,solar-electric
mlawler@ontomedia.com,1,29,154,solar-electric
mlayous@green-plus.com,1,10,102,solar-electric
mlinahan@isdom.com,1,15,65,solar-electric
mlindall@opentech.com,1,69,98,solar-electric
mloder@year-job.com,1,46,95,solar-electric
mloder@year-job.com,2,47,70,solar-electric
mluczki@rantouch.com,1,39,70,solar-electric
mmaillard@stanredtax.com,1,NULL,17,solar-electric
mmalet@plussunin.com,1,27,151,solar-electric
mmanno@nam-zim.com,1,14,88,solar-electric
mmartabano@treequote.com,1,NULL,108,solar-electric
mmauson@yearin.com,1,43,40,solar-electric
mmccullan@rantouch.com,1,33,57,solar-electric
mmcdoniel@zathunicon.com,1,15,39,solar-electric
mmcdoniel@zathunicon.com,2,23,67,solar-electric
mmcdoniel@zathunicon.com,3,41,106,solar-electric
mmclaird@xx-zobam.com,1,14,57,solar-electric
mmcnease@nam-zim.com,1,34,73,solar-electric
mmconnell@plussunin.com,1,NULL,73,solar-electric
mmelnyk@mathtouch.com,1,15,230,solar-electric
mmelnyk@scotfind.com,1,15,111,solar-electric
mmirafuentes@donware.com,1,NULL,82,wind
mmonterrubio@domzoom.com,1,13,84,solar-electric
mmonterrubio@domzoom.com,2,NULL,46,solar-electric
mmugnolo@yearin.com,1,14,97,solar-electric
mnicolozakes@nam-zim.com,1,13,59,solar-electric
mostrosky@betatech.com,1,21,22,wind
mostrosky@betatech.com,2,NULL,57,solar-electric
mostrosky@toughzap.com,1,13,22,solar-electric
mpapasergi@mathtouch.com,1,140,138,solar-electric
mpaprocki@hatfan.com,1,36,69,solar-electric
mparvis@hottechi.com,1,29,105,solar-electric
mpaskin@lexiqvolax.com,1,39,58,solar-electric
mpedrozo@dambase.com,1,21,18,wind
mperez@treequote.com,1,27,69,solar-electric
mrentfro@ron-tech.com,1,27,71,solar-electric
mrestrepo@nam-zim.com,1,15,76,solar-electric
mrhym@betasoloin.com,1,17,80,wind
mrhym@ron-tech.com,1,NULL,107,solar-electric
mriopelle@stanredtax.com,1,43,40,solar-electric
mrodeigues@conecom.com,1,39,178,solar-electric
mrodeigues@xx-holding.com,1,20,23,solar-electric
mrowling@rantouch.com,1,40,20,solar-electric
mruta@kan-code.com,1,85,100,solar-electric
mruta@kinnamplus.com,1,14,47,solar-electric
msahagun@domzoom.com,1,11,82,wind
msama@betatech.com,1,32,57,solar-electric
msamu@toughzap.com,1,NULL,128,wind
msarao@lexiqvolax.com,1,144,107,solar-electric
msawchuk@newex.com,1,49,137,wind
mschemmer@zathunicon.com,1,NULL,55,wind
mschirpke@j-texon.com,1,24,55,solar-electric
mschnitzler@ron-tech.com,1,39,88,solar-electric
mseewald@ron-tech.com,1,55,172,solar-electric
msetter@ganjaflex.com,1,13,68,solar-electric
mshields@hatfan.com,1,NULL,49,solar-electric
mshinko@hatfan.com,1,18,22,solar-electric
msilvestrini@zathunicon.com,1,23,78,wind
mskursky@yearin.com,1,51,101,solar-electric
mslusarski@donquadtech.com,1,53,177,solar-electric
msmith@labdrill.com,1,38,120,solar-electric
msmith@labdrill.com,2,NULL,53,solar-electric
mstem@sonron.com,1,55,86,solar-electric
mstenseth@ontomedia.com,1,NULL,30,wind
mstenseth@ontomedia.com,2,11,136,wind
mstenseth@plusstrip.com,1,NULL,19,solar-electric
mstuer@year-job.com,1,89,30,solar-electric
mtagala@cancity.com,1,18,122,wind
mtawil@funholding.com,1,11,15,solar-electric
mtegarden@hatfan.com,1,40,124,solar-electric
mtollner@green-plus.com,1,24,19,solar-electric
mtoyama@zoomit.com,1,NULL,63,solar-electric
mvanheusen@hatfan.com,1,16,257,solar-electric
mvarriano@dalttechnology.com,1,27,80,solar-electric
mvarriano@labdrill.com,1,69,169,solar-electric
mventura@rantouch.com,1,68,114,solar-electric
mvinning@fasehatice.com,1,16,176,solar-electric
mvinning@silis.com,1,NULL,163,wind
mvonasek@xx-holding.com,1,NULL,113,wind
mwaycott@plusstrip.com,1,14,16,wind
mwaymire@zumgoity.com,1,66,23,solar-electric
mweglarz@donquadtech.com,1,NULL,62,solar-electric
mweglarz@donquadtech.com,2,39,149,solar-electric
mweirather@yearin.com,1,46,53,solar-electric
mwenner@plussunin.com,1,18,120,solar-electric
mwesterbeck@faxquote.com,1,17,100,wind
mwhobrey@doncon.com,1,12,19,solar-electric
mwhobrey@rundofase.com,1,24,42,wind
mwhobrey@yearin.com,1,35,61,solar-electric
mwolfgramm@silis.com,1,18,16,solar-electric
mwolny@rantouch.com,1,30,116,solar-electric
mworlds@doncon.com,1,28,16,wind
nacey@dontechi.com,1,34,25,solar-electric
nadkin@zencorporation.com,1,82,19,solar-electric
nandreason@stanredtax.com,1,78,141,solar-electric
nankeny@funholding.com,1,29,123,solar-electric
nberganza@y-corporation.com,1,21,73,solar-electric
nbergesen@ron-tech.com,1,53,24,solar-electric
nbookamer@rangreen.com,1,92,124,solar-electric
nbubash@condax.com,1,16,39,wind
nbubash@condax.com,2,22,100,solar-electric
nchavous@j-texon.com,1,NULL,65,solar-electric
nclaucherty@codehow.com,1,12,82,solar-electric
ncolaizzo@scottech.com,1,32,68,solar-electric
ncolaizzo@yearin.com,1,24,92,wind
ncorrio@toughzap.com,1,NULL,22,solar-electric
ncousey@warephase.com,1,NULL,23,solar-electric
ncoyier@scottech.com,1,13,23,solar-electric
ncraghead@faxquote.com,1,NULL,33,solar-electric
ndaufeldt@ron-tech.com,1,27,16,wind
ndevreese@warephase.com,1,39,91,solar-electric
neschberger@ontomedia.com,1,18,129,solar-electric
nfarrar@sumace.com,1,14,129,wind
nferencz@dambase.com,1,11,90,solar-electric
nflosi@newex.com,1,NULL,69,solar-electric
nfortino@gogozoom.com,1,13,38,solar-electric
nfortino@gogozoom.com,2,28,86,solar-electric
ngarufi@zoomit.com,1,10,40,solar-electric
ngillaspie@plussunin.com,1,NULL,23,solar-electric
ngoldammer@mathtouch.com,1,17,43,wind
ngoldammer@mathtouch.com,2,NULL,73,solar-electric
ngreenbush@gogozoom.com,1,25,41,solar-electric
nheintzman@mathtouch.com,1,33,158,solar-electric
nhirpara@doncon.com,1,13,18,solar-electric
nisaacs@finjob.com,1,27,129,wind
nisaacs@finjob.com,2,NULL,58,wind
nkarpel@treequote.com,1,18,92,solar-electric
nkines@sonron.com,1,19,106,solar-electric
nkorando@codehow.com,1,NULL,86,solar-electric
nlawler@scottech.com,1,33,20,solar-electric
nlayous@xx-zobam.com,1,NULL,53,wind
nleto@goodsilron.com,1,17,87,solar-electric
nlietz@bioholding.com,1,10,17,solar-electric
nmallett@rantouch.com,1,31,22,solar-electric
nmallett@rantouch.com,2,31,63,solar-electric
nmalvin@hatfan.com,1,94,77,solar-electric
nmcdoniel@sumace.com,1,42,97,solar-electric
nmcrae@xx-holding.com,1,49,52,solar-electric
nmontezuma@iselectrics.com,1,21,80,solar-electric
nnestle@zoomit.com,1,NULL,18,solar-electric
nnicolozakes@hottechi.com,1,37,78,solar-electric
nnunlee@plusstrip.com,1,NULL,148,solar-electric
nparlato@goodsilron.com,1,25,17,solar-electric
nparvis@donquadtech.com,1,11,62,wind
nperin@bioholding.com,1,32,65,solar-electric
nreiber@konex.com,1,38,105,solar-electric
nriden@iselectrics.com,1,27,50,solar-electric
nriden@iselectrics.com,2,39,65,solar-electric
nryser@rangreen.com,1,22,16,solar-electric
nschmaltz@betatech.com,1,27,70,solar-electric
nsetter@plusstrip.com,1,NULL,68,wind
nshinko@y-corporation.com,1,86,18,solar-electric
nsimilton@kan-code.com,1,NULL,107,wind
nstaback@donware.com,1,NULL,103,solar-electric
nswayze@rantouch.com,1,47,91,solar-electric
nsweely@isdom.com,1,NULL,121,solar-electric
nsyrop@finhigh.com,1,NULL,140,solar-electric
nvanheusen@rangreen.com,1,30,21,solar-electric
nweight@faxquote.com,1,71,129,solar-electric
nweight@stanredtax.com,1,23,88,solar-electric
nweight@stanredtax.com,2,12,16,solar-electric
nweight@stanredtax.com,3,40,111,wind
nzepp@stanredtax.com,1,73,133,solar-electric
obuvens@nam-zim.com,1,38,70,solar-electric
ocryer@xx-zobam.com,1,16,16,solar-electric
odinos@betatech.com,1,123,221,solar-electric
oeroman@donware.com,1,53,19,solar-electric
ohoogland@betasoloin.com,1,19,68,solar-electric
ohudnall@ron-tech.com,1,NULL,59,wind
ohusser@codehow.com,1,47,34,wind
ohusser@codehow.com,2,24,19,wind
oloder@dambase.com,1,13,125,wind
omenter@dambase.com,1,NULL,16,solar-electric
opaa@codehow.com,1,64,191,solar-electric
opaulas@conecom.com,1,NULL,21,solar-electric
oplumer@sumace.com,1,53,41,solar-electric
oregusters@openlane.com,1,41,55,solar-electric
oryser@rantouch.com,1,16,39,wind
oschemmer@opentech.com,1,35,17,solar-electric
ostockham@y-corporation.com,1,32,90,solar-electric
oyglesias@stanredtax.com,1,13,66,solar-electric
oyori@green-plus.com,1,NULL,84,solar-electric
pacey@funholding.com,1,11,56,wind
pacey@funholding.com,2,20,22,solar-electric
paquas@newex.com,1,NULL,21,solar-electric
paredondo@opentech.com,1,113,84,solar-electric
pbilden@openlane.com,1,30,140,solar-electric
pbookamer@donware.com,1,NULL,54,solar-electric
pcookey@zoomit.com,1,14,78,solar-electric
pehmann@conecom.com,1,18,21,solar-electric
pennaco@doncon.com,1,34,28,solar-electric
pfortino@nam-zim.com,1,17,24,solar-electric
pgellinger@plexzap.com,1,30,59,solar-electric
phanafan@rangreen.com,1,57,140,solar-electric
phaufler@hottechi.com,1,34,70,solar-electric
phirpara@rangreen.com,1,59,74,solar-electric
phoffis@kan-code.com,1,115,40,solar-electric
phoopengardner@blackzim.com,1,12,74,solar-electric
pisenhower@blackzim.com,1,NULL,228,solar-electric
piturbide@green-plus.com,1,54,135,solar-electric
pkeetch@green-plus.com,1,NULL,57,solar-electric
pkippley@y-corporation.com,1,29,52,solar-electric
pkitzman@y-corporation.com,1,31,38,solar-electric
pkolmetz@dontechi.com,1,18,67,wind
placovara@silis.com,1,23,18,wind
plary@fasehatice.com,1,36,76,solar-electric
pmaynerich@dontechi.com,1,18,121,solar-electric
pmaynerich@dontechi.com,2,NULL,67,solar-electric
pmclaird@streethex.com,1,36,78,wind
pmeinerding@konex.com,1,NULL,105,solar-electric
pmeinerding@konex.com,2,NULL,55,solar-electric
pperez@rangreen.com,1,14,22,solar-electric
pperez@statholdings.com,1,NULL,118,solar-electric
ppolidori@golddex.com,1,26,15,wind
pradde@bioholding.com,1,29,125,solar-electric
prentfro@singletechno.com,1,NULL,51,solar-electric
prentfro@singletechno.com,2,NULL,77,solar-electric
prowling@y-corporation.com,1,24,47,solar-electric
psamara@xx-holding.com,1,63,119,wind
psawchuk@j-texon.com,1,NULL,17,solar-electric
psilvestrini@xx-zobam.com,1,37,41,solar-electric
pstaback@goodsilron.com,1,NULL,83,solar-electric
ptheodorov@codehow.com,1,NULL,61,wind
pvarriano@xx-holding.com,1,11,122,wind
pweight@warephase.com,1,NULL,22,solar-electric
pwesterbeck@funholding.com,1,NULL,52,solar-electric
pzagen@sunnamplex.com,1,34,110,solar-electric
pzurcher@faxquote.com,1,NULL,53,solar-electric
pzurcher@xx-holding.com,1,45,16,solar-electric
qflosi@domzoom.com,1,NULL,46,solar-electric
qfortino@plusstrip.com,1,NULL,25,solar-electric
qhagele@dalttechnology.com,1,12,147,solar-electric
qjurney@bioholding.com,1,NULL,24,solar-electric
qkiel@streethex.com,1,83,91,solar-electric
qlother@plussunin.com,1,NULL,173,solar-electric
qlouissant@sumace.com,1,10,37,solar-electric
qneither@domzoom.com,1,NULL,35,solar-electric
qpapasergi@stanredtax.com,1,NULL,162,solar-electric
qschmierer@hatfan.com,1,66,73,solar-electric
qstaback@hatfan.com,1,19,113,solar-electric
qzepp@ganjaflex.com,1,39,93,wind
racey@yearin.com,1,15,66,solar-electric
racey@yearin.com,2,NULL,37,solar-electric
rahle@bioholding.com,1,NULL,64,solar-electric
rahle@bioholding.com,2,40,24,solar-electric
ralbares@nam-zim.com,1,19,16,solar-electric
ralbares@y-corporation.com,1,44,121,solar-electric
rarceo@blackzim.com,1,25,107,wind
raredondo@faxquote.com,1,NULL,18,solar-electric
raredondo@statholdings.com,1,21,68,solar-electric
rbachman@sumace.com,1,38,38,solar-electric
rbachman@sumace.com,2,NULL,66,solar-electric
rbatman@streethex.com,1,36,24,wind
rbenimadho@rangreen.com,1,NULL,78,solar-electric
rbergesen@singletechno.com,1,29,110,solar-electric
rbiddy@konmatfix.com,1,NULL,19,solar-electric
rbiddy@plexzap.com,1,NULL,64,solar-electric
rbiddy@zathunicon.com,1,11,115,wind
rbirkner@plusstrip.com,1,11,105,wind
rbirkner@scottech.com,1,NULL,73,solar-electric
rbolognia@finhigh.com,1,32,45,solar-electric
rbolognia@finhigh.com,2,NULL,114,solar-electric
rborgman@toughzap.com,1,NULL,88,solar-electric
rbowley@rangreen.com,1,33,22,solar-electric
rbreland@faxquote.com,1,54,31,solar-electric
rbrideau@iselectrics.com,1,NULL,79,solar-electric
rbrideau@j-texon.com,1,NULL,60,solar-electric
rbrucato@faxquote.com,1,23,53,solar-electric
rbrucato@toughzap.com,1,11,65,solar-electric
rcallaro@groovestreet.com,1,NULL,22,solar-electric
rcandlish@treequote.com,1,31,67,solar-electric
rcantres@silis.com,1,16,46,solar-electric
rchavous@dontechi.com,1,90,68,solar-electric
rchickering@rantouch.com,1,86,82,solar-electric
rcorrio@newex.com,1,47,23,solar-electric
rcousey@dontechi.com,1,NULL,42,solar-electric
rcrupi@condax.com,1,NULL,95,solar-electric
rcrupi@sunnamplex.com,1,NULL,44,solar-electric
rdemesa@finjob.com,1,15,65,solar-electric
rdenooyer@hatfan.com,1,17,52,wind
rdhamer@golddex.com,1,41,23,solar-electric
rdickerson@blackzim.com,1,108,110,solar-electric
rdickerson@groovestreet.com,1,37,15,solar-electric
rdilliard@year-job.com,1,15,90,solar-electric
rdorshorst@labdrill.com,1,16,35,wind
reanes@toughzap.com,1,32,117,solar-electric
rehmann@bioholding.com,1,26,52,solar-electric
remigh@condax.com,1,NULL,68,solar-electric
remigh@treequote.com,1,NULL,26,wind
reschberger@streethex.com,1,35,113,solar-electric
rfeichtner@betasoloin.com,1,24,19,solar-electric
rfigeroa@streethex.com,1,81,65,solar-electric
rflister@fasehatice.com,1,14,142,solar-electric
rgabisi@fasehatice.com,1,NULL,101,solar-electric
rgalam@labdrill.com,1,NULL,85,solar-electric
rgalam@labdrill.com,2,18,48,solar-electric
rgehrett@konex.com,1,NULL,112,solar-electric
rgellinger@stanredtax.com,1,48,123,solar-electric
rgellinger@sunnamplex.com,1,32,108,wind
rgesick@kan-code.com,1,NULL,54,solar-electric
rgibes@finhigh.com,1,NULL,140,solar-electric
rglick@xx-zobam.com,1,22,65,solar-electric
rgochal@hottechi.com,1,18,57,solar-electric
rgood@nam-zim.com,1,21,81,wind
rhalter@konmatfix.com,1,13,86,solar-electric
rharnos@lexiqvolax.com,1,NULL,43,solar-electric
rharoldson@plexzap.com,1,118,150,solar-electric
rhauenstein@rangreen.com,1,47,27,solar-electric
rhaufler@ron-tech.com,1,NULL,22,solar-electric
rhaufler@ron-tech.com,2,17,95,solar-electric
rheintzman@silis.com,1,25,35,solar-electric
rhengel@yearin.com,1,NULL,50,wind
rhengel@yearin.com,2,23,35,solar-electric
rhiatt@warephase.com,1,23,38,solar-electric
rhirpara@newex.com,1,NULL,32,solar-electric
rhochard@plussunin.com,1,19,129,solar-electric
rhollack@labdrill.com,1,48,148,solar-electric
rinouye@rundofase.com,1,44,47,wind
rjuvera@xx-holding.com,1,NULL,110,solar-electric
rkeneipp@konex.com,1,NULL,106,solar-electric
rkeneipp@konex.com,2,NULL,15,wind
rketelsen@j-texon.com,1,NULL,207,solar-electric
rkippley@y-corporation.com,1,10,121,solar-electric
rkippley@y-corporation.com,2,49,89,solar-electric
rklang@rangreen.com,1,NULL,99,solar-electric
rkoppinger@newex.com,1,NULL,83,solar-electric
rkusko@finhigh.com,1,NULL,113,solar-electric
rlacovara@green-plus.com,1,63,15,wind
rlary@iselectrics.com,1,16,49,solar-electric
rlary@j-texon.com,1,16,44,solar-electric
rlayous@conecom.com,1,99,116,solar-electric
rlietz@nam-zim.com,1,18,105,wind
rlietz@statholdings.com,1,31,81,solar-electric
rlimmel@singletechno.com,1,80,17,solar-electric
rmallett@rantouch.com,1,NULL,199,solar-electric
rmarrier@treequote.com,1,36,15,solar-electric
rmarrier@treequote.com,2,20,31,solar-electric
rmccullan@ontomedia.com,1,NULL,38,solar-electric
rmconnell@conecom.com,1,41,109,wind
rmonterrubio@funholding.com,1,48,52,solar-electric
rmonterrubio@iselectrics.com,1,55,69,solar-electric
rmorocco@donquadtech.com,1,63,92,solar-electric
rmunns@streethex.com,1,14,45,wind
rnachor@ron-tech.com,1,18,20,wind
rnachor@ron-tech.com,2,36,76,solar-electric
rnayar@iselectrics.com,1,41,41,solar-electric
rnunlee@labdrill.com,1,63,148,wind
roldroyd@fasehatice.com,1,NULL,52,wind
roldroyd@fasehatice.com,2,17,19,solar-electric
rostrosky@stanredtax.com,1,48,109,wind
rpagliuca@konmatfix.com,1,31,27,solar-electric
rpapasergi@labdrill.com,1,17,127,solar-electric
rperin@scottech.com,1,NULL,91,solar-electric
rperruzza@green-plus.com,1,14,36,solar-electric
rragel@dalttechnology.com,1,20,139,solar-electric
rragel@silis.com,1,55,104,solar-electric
rrhoden@scottech.com,1,11,82,solar-electric
rrhoden@y-corporation.com,1,17,104,solar-electric
rrodeigues@toughzap.com,1,26,18,wind
rrodenberger@statholdings.com,1,11,15,solar-electric
rrulapaugh@xx-holding.com,1,39,55,wind
rsaras@condax.com,1,NULL,44,wind
rsawchuk@green-plus.com,1,27,25,wind
rscheyer@scotfind.com,1,NULL,105,solar-electric
rscipione@codehow.com,1,NULL,29,solar-electric
rshin@golddex.com,1,12,24,solar-electric
rshin@golddex.com,2,34,111,wind
rshin@golddex.com,3,NULL,58,solar-electric
rsteffensmeier@xx-holding.com,1,31,77,solar-electric
rsteier@labdrill.com,1,42,67,solar-electric
rstem@inity.com,1,23,21,solar-electric
rstoltzman@y-corporation.com,1,54,156,solar-electric
rstuer@bioplex.com,1,69,72,solar-electric
rstuer@zumgoity.com,1,15,89,solar-electric
rsturiale@funholding.com,1,11,59,solar-electric
rsuell@y-corporation.com,1,20,86,wind
rsuffield@faxquote.com,1,NULL,77,solar-electric
rswayze@fasehatice.com,1,NULL,39,solar-electric
rsweely@zoomit.com,1,110,108,solar-electric
rtheodorov@streethex.com,1,10,54,solar-electric
rtoelkes@konmatfix.com,1,47,50,wind
rtomblin@faxquote.com,1,14,99,solar-electric
rtomblin@faxquote.com,2,24,83,solar-electric
rtoyama@dontechi.com,1,NULL,64,solar-electric
rtromblay@yearin.com,1,NULL,203,solar-electric
rvanheusen@cancity.com,1,NULL,17,solar-electric
rvinning@gogozoom.com,1,36,30,solar-electric
rvonasek@newex.com,1,14,16,solar-electric
rvonasek@newex.com,2,45,64,solar-electric
rvonasek@sumace.com,1,37,142,solar-electric
rwalthall@gogozoom.com,1,50,116,solar-electric
rwitten@nam-zim.com,1,14,88,solar-electric
rwolfgramm@nam-zim.com,1,44,19,solar-electric
rworlds@zoomit.com,1,31,82,solar-electric
rzane@zencorporation.com,1,14,31,wind
rzurcher@scotfind.com,1,15,64,wind
sadkin@ontomedia.com,1,66,34,solar-electric
sadkin@rangreen.com,1,35,88,solar-electric
sadkin@rangreen.com,2,21,33,solar-electric
sagramonte@donquadtech.com,1,14,18,solar-electric
salbares@donware.com,1,40,60,solar-electric
samigon@labdrill.com,1,29,123,solar-electric
